dataset,SymRegg,eggp,Operon,PySR,random,PySIPS
522_pm10,0,0,0,0,0,1
522_pm10,1,1,1,1,0,0
522_pm10,1,1,1,1,1,0
522_pm10,1,1,1,1,1,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,1,1,0,1,1,0
522_pm10,1,1,1,1,1,0
522_pm10,0,1,1,0,1,0
522_pm10,1,1,1,1,0,0
522_pm10,0,1,1,1,1,0
522_pm10,1,0,1,0,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,1,0,1,1,0,0
522_pm10,0,1,1,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,1,0,1,1,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,1,0,0,0
522_pm10,1,1,1,1,1,0
522_pm10,0,1,1,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,1,0,1,1,0
522_pm10,0,0,1,0,1,0
522_pm10,1,1,0,0,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,1,1,0,0
522_pm10,0,0,1,1,0,0
522_pm10,0,0,1,0,0,0
522_pm10,1,0,1,1,1,0
522_pm10,0,0,0,1,0,0
522_pm10,0,0,1,1,1,0
522_pm10,0,0,1,1,0,0
522_pm10,0,0,1,1,0,0
522_pm10,1,1,0,1,0,0
522_pm10,1,1,1,1,0,0
522_pm10,1,0,1,1,0,0
522_pm10,0,0,1,1,1,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,1,0,0,0
522_pm10,1,1,1,0,1,0
522_pm10,1,1,1,1,1,0
522_pm10,1,1,1,1,1,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,1,1,1,1,0,0
522_pm10,0,1,1,0,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,1,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,1,0,0,0
522_pm10,0,0,1,0,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,1,0
522_pm10,0,0,1,1,1,0
522_pm10,1,1,1,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,1,0,0
522_pm10,0,0,1,0,0,0
522_pm10,1,0,1,0,0,0
522_pm10,1,1,1,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,1,1,0,0,0
522_pm10,0,0,1,1,0,0
522_pm10,0,1,1,0,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,1,1,0,0
522_pm10,0,1,1,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,1,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,1,1,1,1,1,0
522_pm10,0,0,0,0,0,1
522_pm10,1,1,1,1,1,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,1,0,0,0
522_pm10,0,0,1,0,0,0
522_pm10,0,0,1,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,1,1,1,1,1,0
522_pm10,0,0,1,0,0,0
522_pm10,1,0,1,1,0,0
522_pm10,0,1,1,0,1,0
522_pm10,1,1,1,1,0,0
522_pm10,0,1,1,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,1,0,1,0,0
522_pm10,0,0,1,0,0,0
522_pm10,1,1,1,1,1,0
522_pm10,0,0,1,0,0,0
522_pm10,0,0,0,1,1,0
522_pm10,0,0,1,0,0,0
522_pm10,1,1,1,1,1,0
522_pm10,0,1,1,0,1,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,0,1,1,1,0,0
522_pm10,1,1,1,1,1,0
522_pm10,1,1,1,1,1,0
522_pm10,0,0,1,0,0,0
522_pm10,0,0,0,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,1,1,1,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,1,1,1,0,0
522_pm10,1,1,1,1,0,0
522_pm10,1,1,1,0,1,0
522_pm10,0,0,0,0,0,1
522_pm10,1,0,1,1,1,0
522_pm10,1,0,1,1,0,0
522_pm10,1,1,1,1,1,0
522_pm10,1,0,1,1,1,0
522_pm10,1,1,1,1,1,0
522_pm10,1,1,1,1,1,0
522_pm10,0,0,1,0,0,0
522_pm10,0,0,1,0,0,0
522_pm10,1,0,0,0,0,0
522_pm10,1,1,1,1,1,0
522_pm10,1,1,1,1,1,0
522_pm10,1,1,1,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,1,1,0,0,0
522_pm10,1,1,0,0,1,0
522_pm10,1,0,1,1,1,0
522_pm10,1,1,1,1,0,0
522_pm10,1,0,1,0,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,1,0,1,1,1,0
522_pm10,0,0,1,0,0,0
522_pm10,0,0,0,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,1,1,1,1,1,0
522_pm10,0,0,1,0,0,0
522_pm10,1,1,1,1,1,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,0,0,1,0,0,0
522_pm10,1,1,0,0,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,1,1,1,1,0,0
522_pm10,0,0,1,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,1,0,1,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,1,1,1,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,1,0,0
522_pm10,0,0,1,1,0,0
522_pm10,1,0,0,0,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,1,1,0
522_pm10,0,0,1,1,0,0
522_pm10,0,1,1,1,1,0
522_pm10,0,0,1,1,0,0
522_pm10,0,1,1,0,0,0
522_pm10,0,0,1,1,1,0
522_pm10,0,0,1,1,0,0
522_pm10,1,1,1,1,1,0
522_pm10,0,0,1,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,1,1,1,1,1,0
522_pm10,1,1,1,1,1,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,0,0,1,0,0,0
522_pm10,0,0,1,0,0,0
522_pm10,1,0,1,1,1,0
522_pm10,0,0,1,0,0,0
522_pm10,0,0,1,0,0,0
522_pm10,1,1,1,1,1,0
522_pm10,1,1,1,1,1,0
522_pm10,0,1,1,1,1,0
522_pm10,1,0,0,1,0,0
522_pm10,0,0,1,1,0,0
522_pm10,0,0,1,1,0,0
522_pm10,1,1,0,1,1,0
522_pm10,1,1,1,1,1,0
522_pm10,1,1,1,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,1,0,0,0
522_pm10,1,1,1,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,1,1,1,1,1,0
522_pm10,1,1,1,1,1,0
522_pm10,0,0,0,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,0,0,1,1,0,0
522_pm10,1,0,1,1,0,0
522_pm10,1,1,1,1,1,0
522_pm10,1,1,1,1,1,0
522_pm10,1,1,1,1,1,0
522_pm10,0,1,1,0,0,0
522_pm10,0,0,1,0,1,0
522_pm10,0,0,0,1,0,0
522_pm10,0,1,1,1,0,0
522_pm10,1,0,1,0,0,0
522_pm10,0,0,1,0,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,1,1,1,0
522_pm10,0,0,1,0,0,0
522_pm10,1,1,1,1,1,0
522_pm10,0,1,1,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,0,0,1,0,0,0
522_pm10,0,0,1,0,0,0
522_pm10,0,1,1,1,0,0
522_pm10,0,0,1,1,0,0
522_pm10,0,0,1,1,1,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,1,0,0,0
522_pm10,0,0,1,0,0,0
522_pm10,0,0,1,0,0,0
522_pm10,1,0,1,1,1,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,1,1,1,1,1,0
522_pm10,1,1,1,0,1,0
522_pm10,0,0,1,0,0,0
522_pm10,0,0,1,0,0,0
522_pm10,0,0,1,0,0,0
522_pm10,0,0,1,1,0,0
522_pm10,0,0,1,0,0,0
522_pm10,1,1,1,0,1,0
522_pm10,0,0,1,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,1,1,1,0,0,0
522_pm10,1,0,0,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,1,1,1,1,1,0
522_pm10,0,0,1,0,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,1,0,1,1,1,0
522_pm10,1,1,1,1,0,0
522_pm10,1,1,1,1,0,0
522_pm10,0,0,1,0,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,1,0,0,0
522_pm10,0,1,0,1,1,0
522_pm10,0,1,1,1,0,0
522_pm10,0,1,1,1,1,0
522_pm10,0,0,1,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,1,1,1,1,1,0
522_pm10,1,1,1,0,0,0
522_pm10,1,0,1,1,0,0
522_pm10,0,1,1,1,0,0
522_pm10,0,0,1,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,1,1,1,1,1,0
522_pm10,1,1,1,0,1,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,1,0,0
522_pm10,1,1,1,1,0,0
522_pm10,0,0,1,0,0,0
522_pm10,0,0,0,0,1,0
522_pm10,0,0,1,0,0,0
522_pm10,1,1,1,1,1,0
522_pm10,0,1,1,1,1,0
522_pm10,1,1,1,1,1,0
522_pm10,1,0,0,0,0,0
522_pm10,1,1,1,1,1,0
522_pm10,0,0,1,0,0,0
522_pm10,1,1,1,1,1,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,1,0,0,0
522_pm10,0,0,0,0,0,1
522_pm10,1,1,1,1,1,0
522_pm10,1,0,0,0,0,0
522_pm10,1,1,1,1,1,0
522_pm10,0,0,1,0,0,0
522_pm10,0,0,1,1,0,0
522_pm10,0,0,0,1,0,0
522_pm10,0,0,1,0,1,0
522_pm10,1,1,1,0,1,0
522_pm10,1,1,1,1,0,0
522_pm10,1,1,0,1,1,0
522_pm10,0,0,1,0,0,0
522_pm10,1,0,0,1,0,0
522_pm10,0,0,1,0,0,0
522_pm10,1,1,1,0,1,0
522_pm10,1,1,1,1,1,0
522_pm10,1,0,1,0,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,1,1,0,0,0
522_pm10,0,0,0,1,0,0
522_pm10,0,1,1,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,1,1,1,1,0,0
522_pm10,0,1,1,1,1,0
522_pm10,1,1,1,0,1,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,1,1,1,1,1,0
522_pm10,0,0,1,0,0,0
522_pm10,0,0,0,0,0,1
522_pm10,1,1,1,1,1,0
522_pm10,1,0,1,0,0,0
522_pm10,0,0,0,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,1,1,1,0,0,0
522_pm10,0,0,1,0,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,1,1,1,1,0
522_pm10,0,0,1,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,1,1,1,1,0
522_pm10,0,0,1,0,0,0
522_pm10,1,1,1,1,1,0
522_pm10,1,1,1,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,1,0,1,0,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,1,0,0,0
522_pm10,1,1,1,1,1,0
522_pm10,0,0,1,0,0,0
522_pm10,0,0,0,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,1,1,0,1,1,0
522_pm10,1,0,1,1,1,0
522_pm10,0,0,0,0,0,1
522_pm10,1,0,1,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,1,1,1,0
522_pm10,0,1,0,1,0,0
522_pm10,0,0,1,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,1,1,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,1,0,0,0
522_pm10,1,1,0,0,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,1,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,1,0,0
522_pm10,0,1,1,1,1,0
522_pm10,0,0,0,0,0,1
522_pm10,1,1,1,1,1,0
522_pm10,0,0,1,0,0,0
522_pm10,1,1,1,1,1,0
522_pm10,0,0,1,0,0,0
522_pm10,0,0,1,1,0,0
522_pm10,0,1,1,0,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,0,0,1,1,0,0
522_pm10,1,0,1,1,1,0
522_pm10,0,0,1,0,0,0
522_pm10,0,0,0,0,0,1
522_pm10,1,1,1,1,1,0
522_pm10,0,0,1,0,0,0
522_pm10,1,1,1,1,1,0
522_pm10,0,0,1,0,1,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,0,1,1,1,1,0
522_pm10,1,1,1,1,1,0
522_pm10,1,1,1,1,0,0
522_pm10,0,1,1,1,1,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,1,1,0,0
522_pm10,0,0,1,0,0,0
522_pm10,0,1,0,0,1,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,0,0,1,1,0,0
522_pm10,0,0,1,0,0,0
522_pm10,0,0,1,1,0,0
522_pm10,0,1,1,1,0,0
522_pm10,0,0,1,0,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,0,0,1,0,0,0
522_pm10,1,1,1,1,1,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,1,1,0,0
522_pm10,0,0,1,0,0,0
522_pm10,0,0,1,1,0,0
522_pm10,1,0,0,1,0,0
522_pm10,1,1,1,1,1,0
522_pm10,1,0,0,1,0,0
522_pm10,0,1,1,1,1,0
522_pm10,0,0,1,1,0,0
522_pm10,0,0,1,0,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,1,0,0,0
522_pm10,0,1,1,1,1,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,1,1,0,0
522_pm10,0,0,1,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,1,1,0,0
522_pm10,0,1,1,1,1,0
522_pm10,0,0,1,0,0,0
522_pm10,1,1,1,0,1,0
522_pm10,0,0,1,1,0,0
522_pm10,0,0,0,1,0,0
522_pm10,1,1,1,1,0,0
522_pm10,1,1,1,1,1,0
522_pm10,0,0,0,0,0,1
522_pm10,1,0,0,0,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,1,0,1,1,1,0
522_pm10,1,1,1,1,1,0
522_pm10,0,0,0,0,0,1
522_pm10,0,1,1,1,1,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,1,0,0
522_pm10,1,1,0,0,0,0
522_pm10,1,1,1,1,1,0
522_pm10,1,0,1,1,1,0
522_pm10,1,0,1,1,1,0
522_pm10,0,0,1,0,0,0
522_pm10,0,0,0,0,0,1
522_pm10,1,0,1,1,0,0
522_pm10,0,1,1,0,1,0
522_pm10,1,0,1,1,1,0
522_pm10,1,1,1,1,1,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,1,1,1,1,0,0
522_pm10,0,0,1,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,1,1,1,1,1,0
522_pm10,1,0,0,1,0,0
522_pm10,0,0,1,1,1,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,1,1,0,0
522_pm10,1,0,1,1,1,0
522_pm10,0,1,1,1,1,0
522_pm10,0,0,1,0,0,0
522_pm10,0,0,1,0,0,0
522_pm10,0,0,1,0,0,0
522_pm10,1,1,1,1,1,0
522_pm10,0,0,0,0,0,1
522_pm10,1,1,1,0,1,0
522_pm10,0,0,1,1,0,0
522_pm10,0,0,1,0,0,0
522_pm10,0,0,1,0,0,0
522_pm10,0,0,1,0,0,0
522_pm10,0,0,1,1,0,0
522_pm10,1,1,1,0,1,0
522_pm10,0,1,0,1,0,0
522_pm10,1,1,1,1,1,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,1,1,1,1,0,0
522_pm10,1,0,0,1,0,0
522_pm10,1,1,0,1,1,0
522_pm10,1,1,0,1,1,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,1,1,0,0
522_pm10,0,0,1,0,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,0,0,1,0,0,0
522_pm10,1,1,1,1,1,0
522_pm10,0,0,0,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,1,1,1,1,0,0
522_pm10,0,0,0,1,0,0
522_pm10,1,1,1,1,0,0
522_pm10,1,0,1,1,1,0
522_pm10,0,0,0,0,0,1
522_pm10,0,1,1,1,1,0
522_pm10,0,0,0,0,0,1
522_pm10,1,1,1,1,1,0
522_pm10,1,1,1,1,1,0
522_pm10,1,0,1,1,0,0
522_pm10,0,0,1,1,0,0
522_pm10,0,0,0,0,1,0
522_pm10,1,1,1,1,0,0
522_pm10,0,1,1,0,1,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,1,0,0,0
522_pm10,0,0,1,0,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,1,1,1,0,0
522_pm10,0,0,0,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,1,1,1,1,0,0
522_pm10,0,0,0,1,0,0
522_pm10,1,0,0,0,1,0
522_pm10,1,1,1,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,1,1,1,1,0
522_pm10,1,1,1,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,1,1,0,1,0,0
522_pm10,0,0,1,1,0,0
522_pm10,0,1,1,1,0,0
522_pm10,1,0,1,1,0,0
522_pm10,0,1,1,1,1,0
522_pm10,0,0,0,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,1,1,0,0
522_pm10,1,1,1,1,1,0
522_pm10,0,0,1,0,0,0
522_pm10,0,0,0,0,0,1
522_pm10,1,1,0,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,1,1,1,1,0,0
522_pm10,0,0,1,1,0,0
522_pm10,0,1,0,0,1,0
522_pm10,0,0,1,0,0,0
522_pm10,0,1,0,0,0,0
522_pm10,1,1,1,1,1,0
522_pm10,0,0,0,1,0,0
522_pm10,0,0,1,0,0,0
522_pm10,1,0,0,0,0,0
522_pm10,0,0,0,0,0,1
522_pm10,1,1,1,1,1,0
522_pm10,0,0,1,0,0,0
522_pm10,1,1,1,1,0,0
522_pm10,0,0,1,1,0,0
522_pm10,0,1,0,1,0,0
522_pm10,1,1,1,1,0,0
522_pm10,1,1,1,1,1,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,1,1,1,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,1,0,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,0,0,1,0,0,0
522_pm10,1,0,1,1,1,0
522_pm10,0,0,1,0,0,0
522_pm10,0,0,0,1,0,0
522_pm10,0,0,1,0,0,0
522_pm10,0,0,1,1,0,0
522_pm10,1,1,1,1,1,0
522_pm10,0,0,0,0,0,1
522_pm10,1,0,1,1,0,0
522_pm10,1,0,0,0,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,0,1,0,0,1,0
522_pm10,0,1,1,0,0,0
522_pm10,0,0,0,1,0,0
522_pm10,1,1,1,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,1,0,0,0
522_pm10,0,0,0,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,1,1,1,1,0,0
522_pm10,1,1,1,1,1,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,1,0,0,0
522_pm10,1,1,1,1,1,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,1,0,0,0
522_pm10,0,0,0,1,0,0
522_pm10,0,0,1,1,0,0
522_pm10,0,0,1,1,0,0
522_pm10,1,1,1,1,0,0
522_pm10,1,1,1,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,1,0,1,1,1,0
522_pm10,1,1,0,1,1,0
522_pm10,0,1,1,1,1,0
522_pm10,1,1,1,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,1,1,0
522_pm10,1,1,1,1,1,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,1,1,1,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,1,1,0,0,0,0
522_pm10,1,0,1,0,1,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,0,0,1,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,1,0,0,0
522_pm10,0,0,1,1,1,0
522_pm10,0,0,0,1,0,0
522_pm10,0,0,0,1,0,0
522_pm10,0,0,1,1,0,0
522_pm10,0,0,1,1,0,0
522_pm10,0,1,1,1,1,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,1,1,1,1,0,0
522_pm10,0,0,1,1,0,0
522_pm10,1,0,1,0,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,0,1,1,1,1,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,0,0,1,0,0,0
522_pm10,0,1,1,1,1,0
522_pm10,1,0,1,1,0,0
522_pm10,0,0,0,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,1,1,1,1,0
522_pm10,1,0,1,1,0,0
522_pm10,0,0,1,0,0,0
522_pm10,0,0,1,1,0,0
522_pm10,1,1,1,1,0,0
522_pm10,0,1,1,1,1,0
522_pm10,0,0,0,0,0,1
522_pm10,0,1,1,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,1,0,0,0,0
522_pm10,0,1,1,1,1,0
522_pm10,0,0,1,0,0,0
522_pm10,0,0,0,1,0,0
522_pm10,0,0,1,0,0,0
522_pm10,0,0,1,1,0,0
522_pm10,0,1,1,1,1,0
522_pm10,0,0,1,0,0,0
522_pm10,1,0,1,1,0,0
522_pm10,1,1,1,1,1,0
522_pm10,0,1,1,1,0,0
522_pm10,1,1,1,1,0,0
522_pm10,1,1,1,1,0,0
522_pm10,0,0,1,1,0,0
522_pm10,1,1,1,1,1,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,0,0,1,0,0,0
522_pm10,0,0,1,1,0,0
522_pm10,0,1,1,1,1,0
522_pm10,0,0,1,0,0,0
522_pm10,0,0,1,1,0,0
522_pm10,0,0,1,0,0,0
522_pm10,1,0,1,1,0,0
522_pm10,0,1,1,0,0,0
522_pm10,0,0,1,1,0,0
522_pm10,0,0,0,1,0,0
522_pm10,1,1,1,1,1,0
522_pm10,1,1,1,1,1,0
522_pm10,0,0,1,1,0,0
522_pm10,0,0,1,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,1,1,1,0
522_pm10,1,1,0,1,1,0
522_pm10,1,1,1,0,0,0
522_pm10,1,0,0,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,1,1,1,1,1,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,0,0,1,0,0,0
522_pm10,1,0,1,1,0,0
522_pm10,0,0,1,1,0,0
522_pm10,0,0,1,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,1,0,1,1,1,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,1,0,1,1,0,0
522_pm10,1,1,1,1,0,0
522_pm10,1,1,1,1,0,0
522_pm10,1,1,1,1,1,0
522_pm10,0,0,0,1,0,0
522_pm10,0,0,1,0,1,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,0,1,1,1,0,0
522_pm10,1,1,1,1,0,0
522_pm10,1,1,1,1,1,0
522_pm10,1,1,1,1,1,0
522_pm10,0,0,1,1,0,0
522_pm10,1,1,0,1,0,0
522_pm10,0,1,1,1,1,0
522_pm10,0,1,1,1,0,0
522_pm10,0,0,1,1,0,0
522_pm10,1,1,1,1,0,0
522_pm10,1,0,0,1,0,0
522_pm10,1,1,1,1,1,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,0,0,1,0,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,1,1,0,1,1,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,0,1,0,0,0,0
522_pm10,0,1,1,1,1,0
522_pm10,1,1,1,1,0,0
522_pm10,1,1,1,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,1,1,1,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,1,1,1,1,1,0
522_pm10,1,0,1,1,1,0
522_pm10,0,0,1,1,0,0
522_pm10,0,0,1,0,0,0
522_pm10,0,0,1,1,0,0
522_pm10,0,1,1,1,0,0
522_pm10,0,1,1,1,1,0
522_pm10,1,1,1,1,0,0
522_pm10,1,1,1,1,1,0
522_pm10,0,0,0,0,1,0
522_pm10,0,0,1,0,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,1,0,0,1,0,0
522_pm10,0,0,1,1,0,0
522_pm10,0,1,1,1,1,0
522_pm10,1,1,1,0,0,0
522_pm10,0,0,1,0,0,0
522_pm10,0,0,0,0,0,1
522_pm10,1,0,1,1,1,0
522_pm10,1,1,1,1,1,0
522_pm10,0,0,1,0,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,1,1,1,1,0,0
522_pm10,0,0,1,0,0,0
522_pm10,0,0,0,1,1,0
522_pm10,0,0,0,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,0,0,1,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,1,0,0,1,0,0
522_pm10,0,0,0,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,1,1,0,0
522_pm10,0,0,0,1,0,0
522_pm10,0,0,0,1,0,0
522_pm10,0,0,0,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,1,1,1,1,0,0
522_pm10,1,1,1,0,1,0
522_pm10,1,1,1,1,0,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,0,0,1,0,0,0
522_pm10,0,0,1,1,1,0
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,0,0,0,0,0,1
522_pm10,0,1,1,1,1,0
522_pm10,1,1,1,1,1,0
522_pm10,0,0,1,0,0,0
522_pm10,1,1,1,1,1,0
522_pm10,0,0,1,1,0,0
522_pm10,0,0,1,0,0,0
522_pm10,0,0,0,1,0,0
